session_id,action_type,query,intent,answer,status
27568de6-d112-4413-99e0-f3f6ebbf3ecd,typed,Boly,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
9a753285-b84e-475b-a42a-f72623684486,typed,"JCB 3dx
JS 30 pls
Seal kit pris list",Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
f54a9f3b-32e3-4988-a1d6-a678a97abf26,template,Please quote the price,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
cd3399c0-0403-477f-b2f2-07ef0da86536,typed,Varanasi mei product mil skta hei,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
1393ee29-9f4c-448c-9c66-03e62a2b5797,typed,I want daily mushroom,daily bonus buyleads lapsable,"Yes, the daily bonus leads are lapsable. They will get lapsed by the end of the day (midnight), if remain unused",N
09dc12ee-c4b7-41a1-99eb-3a74d0db608b,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
8260aff5-c6b9-4c06-840a-6afdf29c1271,suggested,Add Price Range,Price Range,"Providing price on products helps in the better decision making of the buyer and at the same time it is one of the listing criteria for supplier listings on IndiaMART
We do not accept price range as an input, If the price for your products is dependent on market fluctuations you can provide a tentative price against your productâ€™s  description which could be negotiated with the buyers during the discussion stage",Y
f5f7c2cb-dd62-4eb4-a265-3d979eb5e0d5,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
44f32391-5cd5-4c91-95b7-39242efea1d2,typed,Iska rate kitna hai,Check seller rating,"Your average rating is visible under below your name on Seller section. Please note rating will start reflecting on your panel only if your buyers have rated you. There is no default rating.

Click <a href=""https://seller.indiamart.com/companyprofile/ratings"" target=""_blank""><b>here</b></a> to view your ratings.",NA
b81495db-86c6-406e-b49e-21f7302cc4c5,typed,Price??,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
efd97fde-47c0-4331-a3a9-d3e5a5326652,suggested,Add Price Range,Price Range,"Providing price on products helps in the better decision making of the buyer and at the same time it is one of the listing criteria for supplier listings on IndiaMART
We do not accept price range as an input, If the price for your products is dependent on market fluctuations you can provide a tentative price against your productâ€™s  description which could be negotiated with the buyers during the discussion stage",Y
431eae90-e076-441c-9a2d-958406552e80,suggested,Sell,How to Sell on IndiaMART,"To sell items on IndiaMART, you need to <a href=""https://seller.indiamart.com/"" target=_blank>Register on IndiaMART</a> as a Seller.

We will be collecting basic details from you like name, phone number, company name, email, address and GST (optional) to get you registered on the platform.
Post approval, you will be able to sell items on IndiaMART.

Click <a href=""https://help.indiamart.com/knowledge-base/how-to-sell-on-indiamart"" target=_blank> here</a> to know more.",Y
16b3870b-3f67-4db3-8d60-74aae26d3fb5,typed,Milega,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
c25bc506-ae36-44f5-8d0b-91ba5b0f07a7,typed,BRIDGESTONE Car 15 INCH TYRES-215/75R15 D693,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
209d9aef-4049-4b2b-8663-734bb1f5fff3,typed,how much is the price,adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",N
105a5d02-f7f4-49cb-b79b-69ad43809d31,typed,No,Unmap number from PNS,"Go to PNS setting page through you panel or android or ios app Path: Setting >> PNS Settings
Uncheck box to unmap number to PNS",N
947c4ddd-9d08-4082-af91-4107a4a2cda9,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
c9e3298e-b281-464b-9575-d72b535625b1,typed,I need to 10000 pic,Add Product images,"To add your products please visit <a href=""https://m.indiamart.com/products/"" target=_blank>here</a> 
You can also add products using IndiaMART mobile App. 
Visit <a href=""https://imart.page.link/kVkFL"">here</a>

 <a href=""https://help.indiamart.com/knowledge-base/add-product-images"" target=_blank>Know More</a>",N
c31bc19b-eddc-4ee8-a642-6c0b6e08a909,typed,Hlo,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
d6b3235a-5ead-467a-8c6b-563d6a34494a,typed,Sir,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
91d72441-87f5-4e35-9838-9a1385ce2efe,typed,In Hindi,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
72c8b3a7-9f7c-4abc-875d-cfd553af5ce3,typed,Chat to Hindi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
34470cc1-bf83-4029-b46f-f2d9bedb60d0,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
3523e52c-733f-4342-a5c7-31561e156a9a,template,Kg 90,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,N
0089175d-e594-461a-b8a6-b6c807cfd9e5,template,Movie start hogai,Create Free Catalog,"You can create a free seller account on IndiaMART by filling up the registration form.
Please click on the below-given option to start the process.",N
3b8d8db1-1fa4-48e8-b698-abca48227484,typed,Mujhe Hindi me bat karni hai,Why Update Password,We recommend you to update your password regularly for security reasons. You must update the password especially if your employee (who was managing your IndiaMART account) has left your service. This ensures that your IndiaMART account is not used without your authorization.,NA
29477967-4b63-410c-b85a-c07666fd95a2,typed,Details and rs,Mandatory details while registering,"For successfully registering yourself on IndiaMART, you just need the following:

==>Company name
==>Minimum of 4 products with images
==>Mobile number
==>Email ID",N
1fb0c6db-be18-45fd-a0c1-234acbb85301,template,Create Free Account,Create Free Catalog,"You can create a free seller account on IndiaMART by filling up the registration form.
Please click on the below-given option to start the process.",Y
05de1874-a00a-4081-9bf6-84e1019c3d6d,typed,I have to purchase two pieces single Bed Heavy Dari.,Minimum Order Quantity,"""Adding Minimum Order Quantity (MOQ) on a product displays the minimum quantity of a particular product you are willing to sell.
This helps in reducing enquiries with quantities less than the minimum you want to sell per order.""",N
d1ece727-cb90-4043-9fe7-e2d4eca2d199,typed,Hi,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
51e0402b-e429-4789-b410-c5011fde6d5c,typed,"I want litiyam titanium battery
2.3 v 40 ah
5 pece",Minimum Order Quantity,"""Adding Minimum Order Quantity (MOQ) on a product displays the minimum quantity of a particular product you are willing to sell.
This helps in reducing enquiries with quantities less than the minimum you want to sell per order.""",N
582ff3d4-ffd8-48f0-a72c-9e7919a94958,typed,Hi,Default Welcome Intent,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
ddec6184-c702-4a98-9f25-546566e459d1,suggested,Lead Manager,Lead Manager,"Lead Manager on your seller panel is designed to organize, manage, and track all your leads in the most efficient way and convert them into a business. 

Please click on <a href=""https://m.indiamart.com/messages/"" target=""_blank"">here</a> to access your Lead Manager.

<a href=""https://help.indiamart.com/knowledge-base/lead-manager/"" target=_blank>Know More</a>",Y
015b24ff-4aa2-457f-ba3f-372bfa15dfda,typed,25ton broken rice immediately,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
5af74254-51c3-4e01-a02e-27028de728a8,typed,Price ?,Find Prices of products,"Product prices can be seen along with the product description on the search result page, if the seller has mentioned the price of products on the catalog.",Y
f66f69ad-5e7e-4f34-acd1-5e80bd182c85,typed,25 ton broken rice,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
31293711-8fb4-4c45-ac8e-336b65f20988,typed,isme kya karna hogaa,Buy Lead,"BuyLead is a purchase requirement sent by prospective buyers for products and services.
By consuming a BuyLead, the supplier gets access to the buyerâ€™s contact details.",NA
580e971a-d07b-4b61-8346-9f84e39edda7,typed,mujhe nhi aarhaa,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
91e239f4-603a-4d14-89cf-61df4068530c,typed,Hilo,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
8245acb0-c1dd-46db-9aad-31960a3ad42b,typed,Yes,,Good!,Y
eff78ea5-0de2-4223-941b-504f38b5ef69,template,Please call at 9910041173,Customer Care Number,You can contact us at 09696969696 or write to us at customercare@indiamart.com.,Y
52f5cf80-baac-41c7-8ae0-89dc5279c6c5,typed,ðŸ˜”,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
a943448d-df64-4da9-a49f-07e885fbc4f0,typed,ok bye,,Bye-bye!,Y
c01a96ab-2555-4e76-8b37-9bc324f358a2,typed,Tell model 2023 for studio only with price please,adding price on whatsapp,"If you want to add price to your product(s), please visit <b>Seller Dashboard</b> and go to <b>Manage Products</b> 

To go to>> <b><a href=""https://m.indiamart.com/products/"" target=_blank>Manage Products</a></b>",N
d3243a08-243d-45b8-a852-55d6c5ed3787,typed,One of the best,Rejection of Products,"You can see the list of all your rejected listings, along with the reason of rejection, in the â€˜Manage Productsâ€™ section of your seller panel, under â€˜Inactiveâ€™ tab. 
You must take appropriate action to correct your listing.

Please click <a href=""https://m.indiamart.com/products/"" target=_blank>here</a> for more information",N
a894d26f-9926-4cdc-932d-907f96badeac,typed,Dada  apner dokan ta kothay,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,NA
34c11b84-1088-421b-9eb2-bfe7e2435ae6,typed,70mm hard weels,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
982ae892-0a47-4ed7-902e-efc17efd27e6,typed,"Sir i want 6 piece for sale
Plc messege last price
Pin 623638",Minimum Order Quantity,"""Adding Minimum Order Quantity (MOQ) on a product displays the minimum quantity of a particular product you are willing to sell.
This helps in reducing enquiries with quantities less than the minimum you want to sell per order.""",N
6da60945-b4b4-45c0-ae55-70e1b015b276,typed,How to order it,View Delete Buy Lead,"Click <b> <a href=""https://m.indiamart.com/buyer/managebl/"" target=""_blank"">here</a></b> to view, update, re-post or delete your buy requirement

<a href=""https://help.indiamart.com/knowledge-base/view-delete-buy-lead/"" target=_blank>Know More</a>",N
ab489128-beea-4f63-aaf6-63a895743995,typed,Menu,Default welcome intent for Non FCP,"Hey! How can we help you today?
Please type your query or select any of the below options",Y
79c0fe25-355d-49e5-a7e6-340b2cee1c85,template,Buy,BuyLead Generation,Please click on the below button to search for any product or service as per your requirement.,Y
50ed0485-8c41-4809-97f4-7a64e8c7f183,typed,Yes,,Great!,Y
45fa6662-af5f-423e-9d2b-44baa5bcda3d,typed,Need 2 bottles,Default Fallback Intent,Sorry I didnt understand your query. Can you please reframe your question & try again.,Y
54e7f3d1-222b-46e5-89b3-a6312aa19784,typed,"Thank you for contacting Water Shoppe. Jasim! Please let us know how we can help you....

ðŸ¤",Details of Buyer Call Missed,"Each time you miss a buyer call, you receive an alert on SMS, app notification and email with buyer name and details. You can also check on Lead Manager (on your you panel), all the missed calls received on your PNS number.

Please Click <a href=""https://seller.indiamart.com/messagecentre/"" target=""_blank""><b>Lead Manager</b></a> to access Missed Buyer Calls",N
